GKZ,Name,Wahlberechtigte,abgegeben,gültig,ungültig,spoe,oevp,fpoe,gruene,frank,neos,bzoe,kpoe,pirat,cpoe,wandl,slp,euaus,m
G21005,Himmelberg,1911,1252,1215,37,297,209,285,95,92,32,194,4,7,0,0,0,0,0
G21006,Ossiach,600,382,372,10,69,66,74,40,40,25,50,2,6,0,0,0,0,0
G21007,Reichenau,1542,1002,976,26,338,146,205,47,99,40,97,3,1,0,0,0,0,0
G21008,St. Urban,1165,711,704,7,192,109,203,55,48,13,79,4,1,0,0,0,0,0
G21009,Steindorf am Ossiacher See,2989,1846,1819,27,515,242,372,195,181,88,207,8,11,0,0,0,0,0
G21010,Steuerberg,1334,804,778,26,218,120,193,54,49,24,119,1,0,0,0,0,0,0
G30101,Krems an der Donau,18604,12721,12480,241,3852,3057,2461,1393,500,584,341,208,84,0,0,0,0,0
G30201,St. Pölten,39248,26891,26380,511,9881,5210,4939,2867,1118,1162,679,297,227,0,0,0,0,0
G30301,Waidhofen an der Ybbs,9073,6625,6477,148,1450,2504,992,697,267,274,212,33,48,0,0,0,0,0
G30401,Wiener Neustadt,30920,19934,19615,319,6501,3300,4790,2054,1076,882,601,223,188,0,0,0,0,0
G30501,Allhartsberg,1643,1345,1296,49,245,577,230,116,46,36,30,9,7,0,0,0,0,0
G30502,Amstetten,17840,12670,12356,314,4250,2586,2749,1227,516,424,413,102,89,0,0,0,0,0
G30503,Ardagger,2703,2169,2088,81,351,914,421,176,76,64,54,12,20,0,0,0,0,0
G30504,Aschbach-Markt,2873,2103,2044,59,393,840,375,171,92,69,70,12,22,0,0,0,0,0
G30506,Behamberg,2595,2106,2047,59,487,648,409,220,114,55,86,8,20,0,0,0,0,0
G30507,Biberbach,1778,1409,1373,36,249,617,215,123,54,50,47,11,7,0,0,0,0,0
G30508,Ennsdorf,2195,1533,1509,24,664,187,359,147,66,27,30,16,13,0,0,0,0,0
G30509,Ernsthofen,1767,1310,1284,26,404,386,229,110,68,48,27,7,5,0,0,0,0,0
G30510,Ertl,1020,762,739,23,95,355,146,45,44,16,23,3,12,0,0,0,0,0
G30511,Euratsfeld,2035,1701,1652,49,218,830,263,176,58,48,45,5,9,0,0,0,0,0
G30512,Ferschnitz,1390,1115,1077,38,169,490,228,76,35,38,29,6,6,0,0,0,0,0
G30514,Haag,4444,3263,3194,69,775,1123,494,383,142,151,84,17,25,0,0,0,0,0
G30515,Haidershofen,2874,2262,2202,60,602,730,363,230,102,63,84,11,17,0,0,0,0,0
G30516,Hollenstein an der Ybbs,1409,1086,1053,33,352,401,139,60,48,25,20,3,5,0,0,0,0,0
G30517,Kematen an der Ybbs,1980,1515,1480,35,614,353,288,74,62,34,30,17,8,0,0,0,0,0
G30520,Neuhofen an der Ybbs,2231,1689,1626,63,197,710,359,142,79,55,69,6,9,0,0,0,0,0
G30521,Neustadtl an der Donau,1714,1376,1326,50,264,631,257,81,29,25,30,3,6,0,0,0,0,0
G30522,Oed-Oehling,1414,1053,1029,24,201,366,192,123,47,42,43,4,11,0,0,0,0,0
G30524,Opponitz,724,573,558,15,143,236,81,33,28,10,14,7,6,0,0,0,0,0
G30526,St. Georgen am Reith,466,358,353,5,94,152,58,21,10,8,5,3,2,0,0,0,0,0
G30527,St. Georgen am Ybbsfelde,2162,1659,1613,46,350,605,353,116,70,52,44,12,11,0,0,0,0,0
G30529,St. Pantaleon-Erla,2056,1589,1554,35,549,360,308,128,71,49,51,26,12,0,0,0,0,0
G30530,St. Peter in der Au,4050,3095,3015,80,520,1313,505,334,129,107,87,6,14,0,0,0,0,0
G30531,St. Valentin,7445,5626,5486,140,2236,992,955,585,289,185,149,50,45,0,0,0,0,0
G30532,Seitenstetten,2591,1943,1887,56,305,762,352,234,75,66,50,20,23,0,0,0,0,0
G30533,Sonntagberg,3150,2329,2279,50,893,584,370,161,103,73,65,11,19,0,0,0,0,0
G30534,Strengberg,1603,1195,1156,39,284,504,158,86,42,35,35,4,8,0,0,0,0,0
G30536,Viehdorf,1046,830,812,18,141,400,141,36,36,18,30,6,4,0,0,0,0,0
G30538,Wallsee-Sindelburg,1753,1264,1237,27,281,511,239,75,52,36,35,6,2,0,0,0,0,0
G30539,Weistrach,1798,1361,1332,29,193,653,241,117,52,26,31,8,11,0,0,0,0,0
G30541,Winklarn,1231,936,913,23,223,309,182,78,40,45,23,5,8,0,0,0,0,0
G30542,Wolfsbach,1560,1202,1179,23,164,603,191,83,58,36,35,6,3,0,0,0,0,0
G30543,Ybbsitz,2956,2282,2222,60,325,1210,291,177,94,65,37,7,16,0,0,0,0,0
G30544,Zeillern,1456,1102,1073,29,161,480,218,98,40,26,38,6,6,0,0,0,0,0
G30601,Alland,1858,1331,1314,17,258,387,317,115,76,83,53,10,15,0,0,0,0,0
G30602,Altenmarkt an der Triesting,1579,1156,1139,17,247,439,238,82,52,34,29,8,10,0,0,0,0,0
G30603,Bad Vöslau,8540,6099,5978,121,1753,1208,1152,885,310,406,166,52,46,0,0,0,0,0
G30604,Baden,18936,12411,12206,205,2660,3192,1957,1805,798,1146,410,122,116,0,0,0,0,0
G30605,Berndorf,6500,4386,4282,104,1575,676,1016,374,251,194,99,44,53,0,0,0,0,0
G30607,Ebreichsdorf,7681,5376,5279,97,1649,737,1345,498,592,217,162,36,43,0,0,0,0,0
G30608,Enzesfeld-Lindabrunn,3191,2332,2281,51,799,415,511,197,124,128,75,16,16,0,0,0,0,0
G30609,Furth an der Triesting,652,504,496,8,67,242,91,30,30,19,11,4,2,0,0,0,0,0
G30612,Günselsdorf,1318,971,951,20,372,141,256,53,59,30,27,8,5,0,0,0,0,0
G30613,Heiligenkreuz,1081,787,777,10,138,242,160,102,53,53,20,4,5,0,0,0,0,0
G30614,Hernstein,1229,997,981,16,219,415,146,64,49,40,31,4,13,0,0,0,0,0
G30615,Hirtenberg,1687,1213,1192,21,512,116,336,73,62,42,25,15,11,0,0,0,0,0
G30616,Klausen-Leopoldsdorf,1252,887,873,14,248,206,224,67,46,47,24,3,8,0,0,0,0,0
G30618,Kottingbrunn,5657,3981,3917,64,1314,595,952,388,288,178,120,43,39,0,0,0,0,0
G30620,Leobersdorf,3473,2514,2459,55,778,468,626,216,151,108,66,17,29,0,0,0,0,0
G30621,Mitterndorf an der Fischa,1605,1073,1055,18,403,143,311,65,64,30,27,6,6,0,0,0,0,0
G30623,Oberwaltersdorf,3079,2171,2142,29,615,425,406,208,255,141,56,22,14,0,0,0,0,0
G30625,Pfaffstätten,2603,1977,1942,35,416,550,314,326,84,172,47,19,14,0,0,0,0,0
G30626,Pottendorf,5035,3483,3419,64,1203,579,928,240,225,96,84,35,29,0,0,0,0,0
G30627,Pottenstein,2203,1566,1530,36,521,332,312,152,94,56,33,15,15,0,0,0,0,0
G30629,Reisenberg,1253,990,968,22,408,188,200,36,75,31,21,5,4,0,0,0,0,0
G30631,Schönau an der Triesting,1616,1153,1132,21,380,232,264,108,71,36,28,6,7,0,0,0,0,0
G30633,Seibersdorf,1138,870,853,17,192,285,205,43,65,32,20,2,9,0,0,0,0,0
G30635,Sooß,808,603,587,16,118,176,103,66,50,38,30,2,4,0,0,0,0,0
G30636,Tattendorf,1033,802,788,14,243,191,176,71,48,29,21,4,5,0,0,0,0,0
G30637,Teesdorf,1319,1034,1019,15,434,202,181,79,53,34,19,6,11,0,0,0,0,0
G30639,Traiskirchen,12740,9472,9296,176,3325,1246,2275,841,623,481,327,92,86,0,0,0,0,0
G30641,Trumau,2533,1920,1890,30,803,218,445,154,112,82,47,8,21,0,0,0,0,0
G30645,Weissenbach an der Triesting,1314,980,962,18,319,216,209,77,59,36,34,4,8,0,0,0,0,0
G30646,Blumau-Neurißhof,1348,956,936,20,297,118,294,75,63,33,35,6,15,0,0,0,0,0
G30701,Au am Leithaberge,779,589,578,11,111,200,160,28,43,13,14,5,4,0,0,0,0,0
G30702,Bad Deutsch-Altenburg,1129,779,773,6,232,163,211,42,36,19,60,4,6,0,0,0,0,0
G30703,Berg,519,415,406,9,173,122,81,10,12,2,5,0,1,0,0,0,0,0
G30704,Bruck an der Leitha,5976,4114,4022,92,1469,806,850,385,197,174,85,31,25,0,0,0,0,0
G30706,Enzersdorf an der Fischa,2482,1899,1871,28,630,405,472,116,106,62,47,13,20,0,0,0,0,0
G30708,Göttlesbrunn-Arbesthal,1117,862,853,9,146,358,178,48,52,33,25,9,4,0,0,0,0,0
G30709,Götzendorf an der Leitha,1527,1173,1151,22,411,268,207,94,75,48,26,5,17,0,0,0,0,0
G30710,Hainburg a.d. Donau,3907,2619,2572,47,733,633,668,180,129,91,88,28,22,0,0,0,0,0
G30711,Haslau-Maria Ellend,1424,1056,1043,13,388,234,207,83,41,42,29,8,11,0,0,0,0,0
G30712,Höflein,968,785,773,12,158,325,173,45,36,23,11,0,2,0,0,0,0,0
G30713,Hof am Leithaberge,1177,937,920,17,272,243,222,43,68,34,30,3,5,0,0,0,0,0
G30715,Hundsheim,474,370,364,6,150,94,75,11,7,6,14,1,6,0,0,0,0,0
G30716,Mannersdorf am Leithagebirge,2968,2217,2175,42,1039,332,385,163,111,69,39,10,27,0,0,0,0,0
G30718,Petronell-Carnuntum,984,735,722,13,246,167,137,73,27,31,25,7,9,0,0,0,0,0
G30719,Prellenkirchen,1148,865,844,21,205,351,166,34,38,22,14,6,8,0,0,0,0,0
G30721,Rohrau,1208,912,900,12,253,304,193,64,36,28,14,3,5,0,0,0,0,0
G30722,Scharndorf,914,704,697,7,170,324,97,52,22,8,17,4,3,0,0,0,0,0
G30724,Sommerein,1604,1232,1219,13,509,238,290,67,39,36,25,9,6,0,0,0,0,0
G30726,Trautmannsdorf an der Leitha,2295,1744,1701,43,493,538,338,126,100,60,24,15,7,0,0,0,0,0
G30728,Wolfsthal,580,449,445,4,122,181,88,18,13,11,9,1,2,0,0,0,0,0
G30801,Aderklaa,142,117,116,1,4,73,20,13,2,3,1,0,0,0,0,0,0,0
G30802,Andlersdorf,104,79,79,0,14,40,9,5,6,2,2,0,1,0,0,0,0,0
G30803,Angern an der March,2564,1932,1886,46,813,387,384,102,87,54,33,15,11,0,0,0,0,0
G30804,Auersthal,1465,1146,1124,22,374,383,154,105,43,32,22,4,7,0,0,0,0,0
G30805,Bad Pirawarth,1367,1023,1001,22,300,355,175,55,36,45,27,5,3,0,0,0,0,0
G30808,Deutsch-Wagram,6161,4254,4163,91,1219,892,1055,397,197,191,127,39,46,0,0,0,0,0
G30810,Drösing,962,684,673,11,254,209,121,28,29,8,16,5,3,0,0,0,0,0
G30811,Dürnkrut,1871,1347,1324,23,567,270,302,57,46,34,37,7,4,0,0,0,0,0
G30812,Ebenthal,675,498,484,14,131,133,133,43,19,13,11,1,0,0,0,0,0,0
G30813,Eckartsau,935,686,673,13,155,261,155,25,35,20,19,0,3,0,0,0,0,0
G30814,Engelhartstetten,1538,1180,1161,19,340,329,264,55,75,23,55,9,11,0,0,0,0,0
G30817,Gänserndorf,7848,5524,5420,104,1803,918,1407,577,281,217,139,36,42,0,0,0,0,0
G30819,Glinzendorf,196,153,151,2,28,67,32,5,6,8,2,2,1,0,0,0,0,0
G30821,Groß-Enzersdorf,7697,5508,5413,95,1679,1136,1359,476,296,234,149,39,45,0,0,0,0,0
G30822,Großhofen,58,54,53,1,4,29,12,1,2,5,0,0,0,0,0,0,0,0
G30824,Groß-Schweinbarth,984,784,768,16,245,289,135,34,25,21,12,4,3,0,0,0,0,0
G30825,Haringsee,901,684,668,16,178,243,126,35,46,20,13,5,2,0,0,0,0,0
G30826,Hauskirchen,1013,763,745,18,206,295,134,31,45,18,13,1,2,0,0,0,0,0
G30827,Hohenau an der March,2183,1535,1517,18,784,211,341,53,49,36,24,15,4,0,0,0,0,0
G30828,Hohenruppersdorf,753,623,607,16,108,276,113,44,38,13,11,1,3,0,0,0,0,0
G30829,Jedenspeigen,911,722,716,6,247,266,102,38,34,15,10,1,3,0,0,0,0,0
G30830,Lassee,1983,1441,1418,23,389,375,395,71,88,34,40,13,13,0,0,0,0,0
G30831,Leopoldsdorf im Marchfelde,1983,1412,1392,20,550,271,310,95,62,47,39,4,14,0,0,0,0,0
G30834,Mannsdorf an der Donau,286,223,220,3,42,90,38,12,10,11,13,2,2,0,0,0,0,0
G30835,Marchegg,2182,1562,1536,26,634,281,360,78,83,34,43,11,12,0,0,0,0,0
G30836,Markgrafneusiedl,665,513,501,12,185,99,118,29,29,28,6,1,6,0,0,0,0,0
G30838,Matzen-Raggendorf,2072,1596,1566,30,489,439,349,97,76,54,39,10,13,0,0,0,0,0
G30841,Neusiedl an der Zaya,1017,782,759,23,202,289,172,27,24,16,18,6,5,0,0,0,0,0
G30842,Obersiebenbrunn,1297,930,917,13,329,191,248,47,53,21,20,4,4,0,0,0,0,0
G30844,Orth an der Donau,1614,1084,1069,15,284,294,287,73,44,39,30,8,10,0,0,0,0,0
G30845,Palterndorf-Dobermannsdorf,1025,740,728,12,186,298,159,20,34,9,16,4,2,0,0,0,0,0
G30846,Parbasdorf,121,104,102,2,9,62,10,12,3,4,1,0,1,0,0,0,0,0
G30848,Prottes,1089,787,768,19,260,222,172,36,32,21,19,2,4,0,0,0,0,0
G30849,Raasdorf,427,308,307,1,94,121,51,12,10,9,3,4,3,0,0,0,0,0
G30850,Ringelsdorf-Niederabsdorf,1102,805,789,16,351,201,140,25,36,14,14,3,5,0,0,0,0,0
G30852,Schönkirchen-Reyersdorf,1539,1151,1130,21,364,270,264,66,63,60,28,6,9,0,0,0,0,0
G30854,Spannberg,750,602,585,17,121,234,145,33,21,13,13,2,3,0,0,0,0,0
G30856,Strasshof an der Nordbahn,6698,4495,4421,74,1779,525,1173,328,243,178,109,52,34,0,0,0,0,0
G30857,Sulz im Weinviertel,978,759,731,28,160,333,132,28,36,17,14,8,3,0,0,0,0,0
G30858,Untersiebenbrunn,1204,910,897,13,372,139,239,33,54,33,16,6,5,0,0,0,0,0
G30859,Velm-Götzendorf,636,493,481,12,125,171,95,34,26,11,13,4,2,0,0,0,0,0
G30860,Weikendorf,1489,1100,1080,20,315,312,254,94,30,35,32,5,3,0,0,0,0,0
G30863,Zistersdorf,4486,3277,3211,66,769,1289,689,170,135,67,54,23,15,0,0,0,0,0
G30865,Weiden an der March,743,556,550,6,102,297,80,25,21,13,3,1,8,0,0,0,0,0
G30902,Amaliendorf-Aalfang,940,676,655,21,302,106,136,33,32,23,8,6,9,0,0,0,0,0
G30903,Brand-Nagelberg,1420,1041,1002,39,543,167,144,52,54,19,12,6,5,0,0,0,0,0
G30904,Eggern,590,440,432,8,122,180,65,26,17,9,5,4,4,0,0,0,0,0
G30906,Eisgarn,570,449,444,5,142,196,63,16,15,2,8,1,1,0,0,0,0,0
G30908,Gmünd,4459,3084,3022,62,1211,816,509,164,123,95,70,17,17,0,0,0,0,0
G30909,Großdietmanns,1911,1426,1376,50,393,543,238,70,69,24,21,8,10,0,0,0,0,0
G30910,Bad Großpertholz,1171,865,849,16,259,323,119,42,53,23,11,8,11,0,0,0,0,0
G30912,Großschönau,1016,775,751,24,103,375,122,54,51,11,20,6,9,0,0,0,0,0
G30913,Moorbad Harbach,546,422,412,10,100,161,75,27,19,9,15,5,1,0,0,0,0,0
G30915,Haugschlag,403,307,291,16,86,115,53,11,20,2,3,1,0,0,0,0,0,0
G30916,Heidenreichstein,3493,2457,2382,75,844,770,407,142,105,34,43,25,12,0,0,0,0,0
G30917,Hirschbach,476,382,375,7,136,136,60,20,12,3,6,1,1,0,0,0,0,0
G30920,Hoheneich,1214,876,855,21,289,304,105,65,38,18,26,6,4,0,0,0,0,0
G30921,Kirchberg am Walde,1141,868,845,23,188,392,156,24,49,11,18,5,2,0,0,0,0,0
G30925,Litschau,2026,1403,1365,38,422,502,229,70,61,39,28,7,7,0,0,0,0,0
G30929,Reingers,565,400,390,10,71,195,56,18,40,6,4,0,0,0,0,0,0,0
G30932,St. Martin,965,710,682,28,167,288,118,43,31,16,12,5,2,0,0,0,0,0
G30935,Schrems,4635,3221,3135,86,1293,875,504,162,131,57,89,15,9,0,0,0,0,0
G30939,Unserfrau-Altweitra,829,646,624,22,114,327,91,40,15,14,12,8,3,0,0,0,0,0
G30940,Waldenstein,983,744,713,31,116,406,100,30,28,16,11,4,2,0,0,0,0,0
G30942,Weitra,2324,1641,1586,55,386,701,220,98,62,61,41,11,6,0,0,0,0,0
G31001,Alberndorf im Pulkautal,622,457,446,11,125,155,82,20,35,12,9,4,4,0,0,0,0,0
G31008,Göllersdorf,2303,1724,1683,41,381,687,284,137,75,71,33,6,9,0,0,0,0,0
G31009,Grabern,1142,933,894,39,182,464,111,51,47,17,12,4,6,0,0,0,0,0
G31014,Guntersdorf,927,710,690,20,152,314,131,24,31,13,20,3,2,0,0,0,0,0
G31015,Hadres,1429,1135,1109,26,282,498,167,41,53,35,19,4,10,0,0,0,0,0
G31016,Hardegg,1146,910,876,34,188,430,141,34,38,14,19,9,3,0,0,0,0,0
G31018,Haugsdorf,1345,1034,1010,24,319,371,186,46,46,20,16,4,2,0,0,0,0,0
G31019,Heldenberg,1020,798,771,27,146,369,120,45,33,30,15,8,5,0,0,0,0,0
G31021,Hohenwarth-Mühlbach a.M.,1041,801,782,19,167,379,140,41,22,16,11,1,5,0,0,0,0,0
G31022,Hollabrunn,9150,6709,6569,140,1493,2415,1256,574,313,277,152,42,47,0,0,0,0,0
G31025,Mailberg,490,380,371,9,126,141,59,20,7,10,4,4,0,0,0,0,0,0
G31026,Maissau,1626,1185,1155,30,313,494,166,51,63,39,15,3,11,0,0,0,0,0
G31028,Nappersdorf-Kammersdorf,1036,785,770,15,170,349,132,31,39,20,16,2,11,0,0,0,0,0
G31033,Pernersdorf,804,644,627,17,209,253,97,19,21,10,13,1,4,0,0,0,0,0
G31035,Pulkau,1312,967,949,18,240,482,113,36,25,21,22,3,7,0,0,0,0,0
G31036,Ravelsbach,1361,991,970,21,238,409,162,54,39,40,19,3,6,0,0,0,0,0
G31037,Retz,3528,2397,2334,63,567,1032,271,186,116,77,62,14,9,0,0,0,0,0
G31038,Retzbach,843,668,649,19,139,321,86,36,33,14,15,1,4,0,0,0,0,0
G31041,Schrattenthal,707,558,535,23,152,263,46,30,18,10,11,3,2,0,0,0,0,0
G31042,Seefeld-Kadolz,784,594,581,13,233,175,111,14,22,11,9,2,4,0,0,0,0,0
G31043,Sitzendorf an der Schmida,1771,1384,1352,32,267,670,175,68,70,62,25,6,9,0,0,0,0,0
G31051,Wullersdorf,1964,1526,1481,45,337,636,264,76,58,46,36,14,14,0,0,0,0,0
G31052,Zellerndorf,2094,1601,1573,28,469,617,246,94,64,41,31,2,9,0,0,0,0,0
G31053,Ziersdorf,2708,2065,2012,53,491,845,332,122,79,71,45,11,16,0,0,0,0,0
G31101,Altenburg,648,498,487,11,99,210,82,39,27,17,8,2,3,0,0,0,0,0
G31102,Brunn an der Wild,706,569,552,17,69,348,76,17,23,9,7,3,0,0,0,0,0,0
G31103,Burgschleinitz-Kühnring,1131,864,844,20,182,403,132,58,33,21,11,1,3,0,0,0,0,0
G31104,Drosendorf-Zissersdorf,1021,776,750,26,116,326,156,50,36,35,26,3,2,0,0,0,0,0
G31105,Eggenburg,2891,2006,1953,53,535,699,297,165,90,89,60,11,7,0,0,0,0,0
G31106,Gars am Kamp,2944,2173,2133,40,528,822,376,179,82,76,49,7,14,0,0,0,0,0
G31107,Geras,1147,887,864,23,167,478,119,34,27,7,25,3,4,0,0,0,0,0
G31109,Horn,5291,3572,3466,106,772,1291,628,333,136,167,102,14,23,0,0,0,0,0
G31110,Irnfritz-Messern,1185,950,930,20,157,507,169,26,20,20,24,4,3,0,0,0,0,0
G31111,Japons,613,486,484,2,56,320,52,19,13,10,11,2,1,0,0,0,0,0
G31113,Langau,599,463,448,15,100,232,60,23,18,4,7,1,3,0,0,0,0,0
G31114,Meiseldorf,782,577,557,20,134,274,78,24,20,16,4,7,0,0,0,0,0,0
G31117,Pernegg,608,489,473,16,83,257,72,23,18,6,11,0,3,0,0,0,0,0
G31119,Röhrenbach,456,375,366,9,33,251,33,21,16,5,5,0,2,0,0,0,0,0
G31120,Röschitz,873,722,704,18,172,319,113,43,20,22,12,2,1,0,0,0,0,0
G31121,Rosenburg-Mold,678,488,481,7,101,209,78,24,26,19,18,3,3,0,0,0,0,0
G31123,St. Bernhard-Frauenhofen,1042,836,820,16,120,473,102,47,29,16,23,2,8,0,0,0,0,0
G31124,Sigmundsherberg,1432,1095,1067,28,375,393,149,45,54,21,18,8,4,0,0,0,0,0
G31129,Weitersfeld,1378,1092,1063,29,140,666,111,58,40,22,16,5,5,0,0,0,0,0
G31130,Straning-Grafenberg,640,493,479,14,118,219,58,29,22,11,12,6,4,0,0,0,0,0
G31201,Bisamberg,3540,2627,2590,37,522,871,370,363,129,221,77,14,23,0,0,0,0,0
G31202,Enzersfeld im Weinviertel,1336,1070,1056,14,309,339,185,91,40,53,27,2,10,0,0,0,0,0
G31203,Ernstbrunn,2561,1891,1836,55,364,767,371,131,96,57,28,12,10,0,0,0,0,0
G31204,Großmugl,1301,984,959,25,144,443,155,89,59,34,27,3,5,0,0,0,0,0
G31205,Großrußbach,1671,1305,1266,39,228,520,233,140,50,51,32,5,7,0,0,0,0,0
G31206,Hagenbrunn,1489,1125,1106,19,247,351,239,94,49,68,43,7,8,0,0,0,0,0
G31207,Harmannsdorf,3144,2382,2334,48,546,778,430,255,110,116,74,10,15,0,0,0,0,0
G31208,Hausleiten,2882,2229,2176,53,485,789,471,163,97,93,50,17,11,0,0,0,0,0
G31213,Korneuburg,9176,6278,6162,116,1629,1643,1199,815,268,355,154,44,55,0,0,0,0,0
G31214,Langenzersdorf,6331,4544,4462,82,951,1204,730,705,240,388,169,41,34,0,0,0,0,0
G31215,Leitzersdorf,1005,765,742,23,140,275,140,71,39,40,29,3,5,0,0,0,0,0
G31216,Leobendorf,3804,2866,2807,59,681,860,442,394,149,163,87,16,15,0,0,0,0,0
G31224,Rußbach,1105,897,867,30,197,340,179,57,34,24,28,5,3,0,0,0,0,0
G31226,Sierndorf,3052,2287,2240,47,476,807,422,205,108,110,65,19,28,0,0,0,0,0
G31227,Spillern,1704,1246,1222,24,431,215,258,136,70,55,29,9,19,0,0,0,0,0
G31228,Stetteldorf am Wagram,850,657,642,15,120,286,115,49,31,26,11,2,2,0,0,0,0,0
G31229,Stetten,1038,781,763,18,273,182,156,57,20,47,20,3,5,0,0,0,0,0
G31230,Stockerau,12360,8536,8352,184,2715,1727,1760,986,339,448,244,72,61,0,0,0,0,0
G31234,Niederhollabrunn,1260,993,971,22,191,337,194,102,51,49,29,6,12,0,0,0,0,0
G31301,Aggsbach,577,428,420,8,160,112,87,23,14,9,10,4,1,0,0,0,0,0
G31302,Albrechtsberg an der Großen Krems,886,679,662,17,183,315,82,35,24,9,6,3,5,0,0,0,0,0
G31303,Bergern im Dunkelsteinerwald,1058,837,809,28,190,349,132,56,22,30,18,8,4,0,0,0,0,0
G31304,Dürnstein,749,605,587,18,115,254,98,59,18,23,15,5,0,0,0,0,0,0
G31308,Grafenegg,2434,1913,1857,56,426,712,313,169,91,71,52,8,15,0,0,0,0,0
G31309,Furth bei Göttweig,2340,1778,1733,45,522,529,278,185,72,77,40,13,17,0,0,0,0,0
G31310,Gedersdorf,1748,1428,1384,44,432,416,297,94,61,42,31,4,7,0,0,0,0,0
G31311,Gföhl,3133,2326,2250,76,540,862,427,148,113,80,56,14,10,0,0,0,0,0
G31315,Hadersdorf-Kammern,1619,1197,1172,25,375,304,224,98,61,56,37,5,12,0,0,0,0,0
G31319,Jaidhof,947,731,711,20,136,337,118,52,23,23,13,6,3,0,0,0,0,0
G31321,Krumau am Kamp,647,471,456,15,104,203,82,24,19,11,5,5,3,0,0,0,0,0
G31322,Langenlois,6073,4487,4370,117,911,1451,859,496,181,237,158,27,50,0,0,0,0,0
G31323,Lengenfeld,1155,923,889,34,222,304,153,81,48,42,22,6,11,0,0,0,0,0
G31324,Lichtenau im Waldviertel,1681,1331,1290,41,220,711,200,42,40,28,22,20,7,0,0,0,0,0
G31326,Maria Laach am Jauerling,753,580,560,20,99,283,75,46,22,10,18,4,3,0,0,0,0,0
G31327,Mautern an der Donau,2801,2021,1975,46,469,657,370,217,75,98,51,23,15,0,0,0,0,0
G31330,Mühldorf,1165,875,843,32,269,339,118,42,39,17,12,3,4,0,0,0,0,0
G31333,Paudorf,2039,1546,1515,31,567,383,261,140,61,58,34,7,4,0,0,0,0,0
G31336,Rastenfeld,1190,941,920,21,172,398,217,46,28,16,33,1,9,0,0,0,0,0
G31337,Rohrendorf bei Krems,1585,1263,1237,26,327,390,216,153,51,61,28,6,5,0,0,0,0,0
G31338,Rossatz-Arnsdorf,897,707,694,13,196,283,82,56,25,29,13,6,4,0,0,0,0,0
G31340,St. Leonhard am Hornerwald,965,733,716,17,118,384,120,32,26,11,14,4,7,0,0,0,0,0
G31343,Senftenberg,1610,1183,1154,29,353,386,178,108,41,48,26,9,5,0,0,0,0,0
G31344,Spitz,1375,1072,1046,26,209,474,164,44,52,48,49,2,4,0,0,0,0,0
G31346,Straß im Straßertale,1254,984,965,19,201,407,144,87,36,49,27,5,9,0,0,0,0,0
G31347,Stratzing,702,537,525,12,105,243,84,46,15,20,9,3,0,0,0,0,0,0
G31350,Weinzierl am Walde,1096,833,809,24,169,434,130,17,20,15,17,7,0,0,0,0,0,0
G31351,Weißenkirchen in der Wachau,1194,952,927,25,210,401,131,79,36,38,20,4,8,0,0,0,0,0
G31355,Schönberg am Kamp,1527,1227,1195,32,219,433,226,127,59,75,38,12,6,0,0,0,0,0
G31356,Droß,778,616,603,13,120,194,112,74,31,42,21,5,4,0,0,0,0,0
G31401,Annaberg,460,336,330,6,81,172,40,11,8,8,9,1,0,0,0,0,0,0
G31402,Eschenau,1074,767,736,31,157,304,129,49,42,20,20,9,6,0,0,0,0,0
G31403,Hainfeld,2924,2140,2091,49,798,549,401,128,101,46,38,18,12,0,0,0,0,0
G31404,Hohenberg,1219,912,895,17,432,181,135,52,36,20,25,9,5,0,0,0,0,0
G31405,Kaumberg,776,580,570,10,97,229,122,32,39,19,25,6,1,0,0,0,0,0
G31406,Kleinzell,698,542,528,14,76,285,98,17,23,13,8,6,2,0,0,0,0,0
G31407,Lilienfeld,2153,1546,1503,43,427,463,274,160,65,32,45,25,12,0,0,0,0,0
G31408,Mitterbach am Erlaufsee,442,311,302,9,66,137,65,7,8,7,11,0,1,0,0,0,0,0
G31409,Ramsau,648,497,480,17,110,180,99,16,31,26,13,2,3,0,0,0,0,0
G31410,Rohrbach an der Gölsen,1332,1035,999,36,282,345,170,93,50,15,34,4,6,0,0,0,0,0
G31411,St. Aegyd am Neuwalde,1707,1235,1192,43,565,299,162,66,43,11,30,9,7,0,0,0,0,0
G31412,St. Veit an der Gölsen,3176,2486,2411,75,858,681,409,172,144,60,54,21,12,0,0,0,0,0
G31413,Traisen,2661,1939,1889,50,877,287,385,133,81,39,39,33,15,0,0,0,0,0
G31414,Türnitz,1606,1204,1176,28,324,449,220,52,58,27,38,5,3,0,0,0,0,0
G31502,Artstetten-Pöbring,964,714,691,23,143,361,93,35,15,16,24,2,2,0,0,0,0,0
G31503,Bergland,1481,1108,1091,17,220,504,192,64,49,28,19,7,8,0,0,0,0,0
G31504,Bischofstetten,958,794,778,16,230,295,125,57,24,30,13,0,4,0,0,0,0,0
G31505,Blindenmarkt,1947,1407,1365,42,281,391,373,104,76,58,52,22,8,0,0,0,0,0
G31506,Dorfstetten,473,341,337,4,107,132,70,11,10,2,5,0,0,0,0,0,0,0
G31507,Dunkelsteinerwald,1892,1475,1450,25,276,514,368,110,56,58,42,20,6,0,0,0,0,0
G31508,Erlauf,855,656,641,15,169,219,127,39,37,16,22,7,5,0,0,0,0,0
